D_Dbuild,D_StructureSystem_RC,D_StructureSystem_Precast_Concrete,D_StructureSystem_Steel,D_StructureSystem_Reinfored_Brick,D_StructureSystem_Brick_Wall,D_StructureSystem_Brick_wall_with_Wooden_pillar,D_StructureSystem_Wood_or_Synthetic_Resins,D_StructureSystem_SRC,D_StructureSystem_NaN,D_structure_6,D_structure_5,D_structure_4,D_structure_3,D_structure_2,D_structure_1,D_floor,D_floorTA,D_floorTAGround,D_1floorCorridorCol,D_1floorCorridorColA,D_1floorClassCol,D_1floorClassColA,D_1floorInsideCol,D_1floorInsideColA,D_X4brickwall,D_X3brickwall,D_YRCwallA,D_Y4brickwall,D_Y3brickwall,D_basintype,D_475Acc,D_I,D_Demand,D_Tx,D_Ty,D_sds,D_sd1,D_td0,D_sms,D_sm1,D_tm0,D_windows,D_patitionwall,D_nonstructure,D_CLlarge,D_CLsmall,D_MaxCl,D_NeutralDepth,D_Ra_Capacity,D_Ra_CDR,Total_Height,Total_DeadLoad,Total_LiveLoad,Total_Floor,Avg_Confc,Avg_MBfy,Avg_stify,D_isR
1984,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4540.2,1404.8,0,0.0,39,88400.0,20,77500.0,0.0,0.0,102960.0,0.0,0.0,4.0,0.24,1.25,0.24,0.61,0.61,0.6,0.78,1.39,,,,1.0,1.0,1.0,14,1,1.53,3.4,,,18.0,4730883.0,1139372.5,4557.49,167.79,2800.0,2800.0,0
1986,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1613.37,84.43,8,15400.0,16,30800.0,0,0.0,0.0,525000.0,0.0,314000.0,0.0,3.0,0.24,1.25,0.24,0.53,0.38,0.6,0.6,0.99,,,,1.0,1.0,1.0,0,4,0.04,1.8,,,12.0,991310.0,161400.58,1189.26,139.44,2810.0,2810.0,1
2001,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,375.27,0.0,4,16200.0,6,25414.0,0,0.0,0.0,0.0,9900.0,0.0,0.0,2.0,0.42,1.25,0.42,0.31,0.31,1.04,0.76,0.73,,,,1.0,1.0,0.0,0,3,0.05,2.2,,,11.2,433000.0,87500.0,375.0,210.0,4200.0,2800.0,0
1963,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,429.64,0.0,0,0.0,14,14000.0,11,11225.0,6600.0,4440.0,0.0,4848.0,2928.0,2.0,0.34,1.25,0.34,0.28,0.28,0.85,0.59,0.69,,,,1.0,1.0,2.0,0,2,0.01,3.1,,,6.2,357893.0,171856.0,429.64,141.0,2800.0,2800.0,1
1978,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,846.19,172.39,0,0.0,14,21650.0,4,4900.0,0.0,9600.0,0.0,47250.0,33250.0,2.0,0.22,1.25,0.22,0.39,0.39,0.55,0.45,0.82,,,,1.0,1.0,0.0,0,4,0.28,4.5,,,9.9,644400.0,151914.0,759.57,170.67,2800.0,2800.0,1
1980,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,8906.0,1483.0,0,0.0,102,160650.0,0,0.0,183750.0,170100.0,0.0,6825000.0,405000.0,4.0,0.24,1.25,0.24,0.62,0.62,0.6,0.78,0.48,,,,1.0,1.0,0.0,5,12,1.99,9.7,,,14.0,8349600.0,2671800.0,8906.0,96.75,2800.0,2800.0,1
1969,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,2600.0,,0,0.0,17,20400.0,0,0.0,0.0,0.0,0.0,164160.0,0.0,3.0,0.31,1.25,0.31,0.31,0.31,0.77,0.64,0.83,,,,1.0,1.0,1.0,0,6,0.04,3.4,,,10.8,2166800.0,693360.0,2600.1,172.13,2800.0,2800.0,1
1979,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1702.0,0.0,11,15400.0,22,30800.0,0,0.0,0.0,438800.0,0.0,1400400.0,210060.0,3.0,0.31,1.25,0.31,0.32,0.32,0.77,0.64,0.83,,,,1.0,1.0,0.0,0,9,0.03,5.15,,,10.9,1339000.0,454400.0,1704.0,210.0,2800.0,2800.0,1
1981,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,184.0,0.0,0,0.0,8,11200.0,0,0.0,0.0,0.0,0.0,35520.0,0.0,2.0,0.28,1.25,0.28,0.16,0.16,0.7,0.52,0.74,,,,1.0,1.0,1.0,0,1,0.09,1.6,,,3.6,75670.0,37600.0,94.0,182.0,2800.0,2800.0,0
1986,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1589.76,397.44,0,0.0,18,48600.0,0,0.0,0.0,0.0,41400.0,0.0,0.0,4.0,0.24,1.25,0.24,0.52,0.52,0.6,0.63,1.05,,,,1.0,1.0,0.0,17,3,1.85,3.3,,,14.4,1513029.0,198720.0,1589.76,210.0,4200.0,2800.0,0
1968,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,756.0,,0,0.0,10,20000.0,0,0.0,0.0,0.0,0.0,54000.0,0.0,4.0,0.24,1.25,0.24,0.51,0.51,0.6,0.78,1.3,,,,1.0,1.0,0.0,0,4,0.04,3.0,,,14.0,677864.0,179550.0,756.0,181.75,2800.0,2800.0,1
1997,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1089.0,0.0,0,0.0,16,56000.0,0,0.0,0.0,0.0,55125.0,0.0,0.0,2.0,0.29,1.25,0.29,0.49,0.49,0.72,0.54,0.74,,,,1.0,1.0,0.0,0,5,0.19,2.8,,,20.7,1993110.0,452250.0,1809.0,210.0,4200.0,2800.0,0
1967,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4305.0,0.0,0,0.0,80,125550.0,20,22500.0,0.0,213942.0,117375.0,239295.0,19800.0,2.0,0.28,1.25,0.28,0.42,0.42,0.7,0.49,0.7,,,,1.0,1.0,0.0,0,13,0.14,5.2,,,10.8,3591220.0,1196000.0,4485.0,111.33,2800.0,2800.0,1
1978,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,437.0,0.0,0,0.0,16,22400.0,0,0.0,26640.0,0.0,0.0,23280.0,0.0,2.0,0.26,1.25,0.26,0.22,0.22,0.66,0.35,0.53,,,,1.0,1.0,0.0,0,2,0.03,6.5,,,7.4,431936.0,125400.0,418.0,196.0,2800.0,2800.0,0
1984,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,7686.91,1301.63,22,64350.0,63,150300.0,0,0.0,0.0,0.0,22560.0,203005.0,7304.0,3.0,0.29,1.25,0.29,0.48,0.48,0.72,0.6,0.83,,,,1.0,1.0,1.0,0,6,0.05,5.5,,,20.61,7741639.0,1920834.0,7686.91,170.0,2800.0,2800.0,1
1976,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,2275.0,,0,0.0,38,53200.0,0,0.0,0.0,0.0,0.0,213120.0,0.0,3.0,0.31,1.25,0.31,0.3,0.3,0.77,0.64,0.83,,,,1.0,1.0,1.0,2,4,1.65,2.7,,,1080.0,2277820.0,728904.0,2733.39,210.0,2800.0,2800.0,1
1988,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,233.47,70.98,0,0.0,9,20800.0,0,0.0,6750.0,16625.0,0.0,10375.0,0.0,3.0,0.32,1.25,0.32,0.33,0.33,0.8,0.64,0.8,,,,1.0,1.0,0.0,0,3,0.02,4.0,,,9.2,209742.0,85488.0,213.72,100.0,2800.0,2800.0,0
1981,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,680.0,,0,0.0,21,37800.0,0,0.0,0.0,114400.0,0.0,60280.0,0.0,2.0,0.28,1.25,,0.32,0.32,0.7,0.52,0.74,,,,1.0,1.0,0.0,0,2,,,,,7.6,1647.0,218400.0,728.0,202.5,2800.0,2800.0,0
1978,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4689.6,1172.4,0,0.0,42,100800.0,0,0.0,0.0,33600.0,0.0,115920.0,23040.0,3.0,0.24,1.25,0.24,0.44,0.44,0.6,0.6,0.99,,,,1.0,1.0,0.0,0,5,0.04,4.2,,,18.4,6393120.0,1758600.0,5862.0,189.4,2800.0,2800.0,1
1973,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1394.33,0.0,7,8575.0,24,37800.0,0,0.0,0.0,0.0,0.0,88320.0,0.0,4.0,0.24,1.25,0.24,0.41,0.41,0.6,0.78,1.3,,,,1.0,1.0,0.0,2,3,0.47,5.7,,,10.5,1284344.0,325346.0,1394.34,150.0,2800.0,2800.0,1
1993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3273.6,788.2,32,67200.0,16,41600.0,4,6000.0,0.0,5400.0,0.0,29760.0,128640.0,2.0,0.34,1.25,0.34,0.6,0.6,0.86,0.82,0.96,,,,1.0,1.0,1.0,0,5,0.13,6.6,,,14.6,2717050.0,873240.0,3327.0,181.0,4200.0,2800.0,1
1974,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1712.0,0.0,12,16406.0,32,55860.0,7,5026.86,0.0,12888.0,0.0,100800.0,3600.0,2.0,0.28,1.25,0.28,0.3,0.3,0.7,0.52,0.74,,,,1.0,1.0,1.0,0,3,0.06,6.8,,,1110.0,1605604.0,396130.5,1584.52,195.67,2320.0,2320.0,1
1986,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1822.73,0.0,0,0.0,44,77000.0,7,8750.0,10080.0,0.0,0.0,210000.0,0.0,2.0,0.28,1.25,0.35,0.41,0.29,0.7,0.52,0.74,0.9,0.55,0.61,1.0,1.0,0.0,1,6,0.42,0.3,0.19,0.54,10.5,1639356.0,473000.0,1865.0,161.33,2800.0,2800.0,1
1990,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2443.76,,10,1350.0,88,118800.0,20,303732.0,0.0,0.0,0.0,278421.0,0.0,3.0,0.44,1.25,,0.22,0.22,,,,,,,1.0,1.0,1.0,0,2,,,,,7.2,2255980.0,540395.0,2161.58,210.0,2800.0,2800.0,1
1995,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5671.24,,8,22620.0,54,129600.0,13,12870.0,0.0,0.0,0.0,209066.0,0.0,2.0,0.28,1.25,0.28,0.37,0.37,0.7,0.52,0.79,,,,1.0,1.0,0.0,0,4,0.12,0.5,,,14.4,5281000.0,850650.0,5671.0,151.75,2800.0,2800.0,1
1999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,8805.42,1413.04,18,45000.0,54,180500.0,0,0.0,0.0,0.0,124610.0,0.0,0.0,2.0,0.4,1.25,0.4,0.73,0.73,,,,,,,1.0,1.0,2.0,0,8,0.33,3.2,,,29.9,10852300.0,2562480.0,8541.6,245.0,4200.0,2800.0,1
1972,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,1293.12,,0,0.0,48,101017.32,14,15120.0,0.0,0.0,0.0,0.0,0.0,2.0,0.23,1.25,,0.44,0.44,,,,,,,2.0,2.0,2.0,0,3,,,,,11.45,1042500.0,601940.0,2407.76,210.0,2800.0,2800.0,1
1978,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2065.0,,10,14000.0,20,35000.0,0,0.0,0.0,0.0,0.0,84000.0,0.0,3.0,0.29,1.25,0.29,0.43,0.43,0.72,0.6,0.83,,,,1.0,1.0,0.0,0,5,0.15,2.4,,,16.15,1637600.0,620160.0,2067.2,207.25,2800.0,2800.0,1
1971,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,251.0,0.0,2,3850.0,8,11200.0,2,2000.0,0.0,11520.0,0.0,35520.0,0.0,2.0,0.28,1.25,0.28,0.16,0.16,0.7,0.52,0.74,,,,1.0,1.0,1.0,0,1,0.08,4.2,,,3.6,81310.0,37600.0,94.0,128.0,2800.0,2800.0,0
1979,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,2588.1,350.0,0,0.0,40,85000.0,14,14616.0,46512.0,29124.0,0.0,79994.0,52474.0,4.0,0.24,1.25,0.24,0.38,0.38,0.6,0.63,1.05,,,,1.0,1.0,1.0,0,5,0.06,3.9,,,14.7,2909769.0,913692.0,3045.64,200.4,2800.0,2800.0,0
1971,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2400.0,,0,0.0,40,56000.0,0,0.0,0.0,99600.0,0.0,195840.0,0.0,4.0,0.24,1.25,0.24,0.42,0.42,0.6,0.6,1.04,,,,1.0,1.0,0.0,0,12,0.15,7.0,,,10.8,1632234.0,600000.0,2400.0,137.0,2800.0,2800.0,1
1996,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,2256.68,,0,0.0,16,59800.0,5,24500.0,0.0,0.0,132450.0,0.0,0.0,3.0,0.28,1.25,,1.3,1.23,,,,,,,2.0,2.0,2.0,0,6,,,,,21.0,3430430.0,714672.5,2858.69,141.0,4200.0,2800.0,1
1987,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4508.35,0.0,0,0.0,36,105300.0,4,7000.0,0.0,0.0,25560.0,0.0,0.0,2.0,0.3,1.25,0.3,0.59,0.59,0.75,0.66,0.88,,,,1.0,1.0,1.0,0,4,0.05,4.5,,,17.0,3679903.0,2183070.0,4366.14,184.0,4200.0,2800.0,0
1970,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,748.32,0.0,8,9800.0,16,21000.0,0,0.0,0.0,0.0,0.0,61920.0,0.0,1.0,0.24,1.25,0.24,0.42,0.3,0.6,0.35,0.58,,,,1.0,1.0,0.0,3,7,0.75,6.0,,,10.8,605304.0,669122.8,748.32,151.62,2800.0,2800.0,1
1978,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1316.0,,0,0.0,44,52800.0,10,9360.0,0.0,0.0,0.0,38190.0,5010.0,3.0,0.31,1.25,0.31,0.22,0.22,0.77,0.64,0.83,,,,1.0,1.0,0.0,2,2,0.48,3.3,,,7.2,1141.03,387.0,1290.0,137.5,1400.0,1400.0,1
1977,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,67.85,0.0,0,0.0,11,6336.0,0,0.0,7800.0,29520.0,0.0,25920.0,10680.0,1.0,0.44,1.25,0.44,0.11,0.11,1.1,0.69,0.63,,,,1.0,1.0,0.0,0,1,0.02,4.0,,,2.95,72373.0,18425.0,73.7,113.0,2800.0,2800.0,0
1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4180.7,1030.7,0,0.0,40,72000.0,0,0.0,51840.0,140160.0,0.0,155520.0,70080.0,4.0,0.24,1.25,0.24,0.6,0.6,0.6,0.51,0.85,,,,1.0,1.0,0.0,0,30,0.22,4.2,,,14.0,4144304.0,1045175.0,4180.7,200.0,2800.0,2800.0,1
1994,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1708.0,0.0,0,0.0,52,93600.0,11,13750.0,0.0,0.0,0.0,138600.0,0.0,3.0,0.31,1.25,0.31,0.49,0.49,0.77,0.64,0.83,,,,1.0,1.0,1.0,0,2,0.03,3.03,,,8.54,1625152.0,558300.0,1861.0,210.0,2800.0,2800.0,1
1965,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2657.0,,0,0.0,60,84000.0,0,0.0,0.0,0.0,0.0,17760.0,0.0,2.0,0.37,1.25,0.37,0.31,0.31,0.93,0.65,0.7,,,,1.0,1.0,0.0,1,12,1.34,2.6,,,7.2,2123050.0,664350.0,2657.4,127.5,2800.0,2800.0,1
1979,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1880.0,229.5,0,0.0,64,79400.0,1,1200.0,0.0,3120.0,0.0,216000.0,0.0,3.0,0.31,1.25,0.31,0.22,0.22,0.77,0.64,0.83,,,,1.0,1.0,1.0,0,9,0.27,3.5,,,7.2,1551660.0,516335.0,1876.9,165.5,2800.0,2800.0,1
1992,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3199.92,1426.14,0,0.0,45,144000.0,0,0.0,0.0,0.0,144890.0,0.0,0.0,4.0,0.24,1.25,0.24,0.43,0.43,0.6,0.78,1.3,,,,1.0,1.0,1.0,0,4,0.28,4.7,,,11.4,3684879.0,830989.0,3124.92,164.0,4200.0,2800.0,0
2008,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1617.7,0.0,8,18781.0,31,93900.0,0,0.0,0.0,0.0,60750.0,0.0,0.0,3.0,0.36,1.25,0.36,0.43,0.3,0.91,0.78,0.86,,,,1.0,1.0,1.0,0,3,0.11,1.3,,,11.1,1773611.0,215557.5,1617.7,245.0,4200.0,2800.0,0
1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,890.65,199.89,0,0.0,18,37800.0,0,0.0,0.0,0.0,0.0,60480.0,0.0,1.0,0.34,1.25,0.34,0.45,0.45,0.8,0.5,0.71,,,,1.0,1.0,1.0,0,4,0.04,4.7,,,12.25,741191.0,267195.0,890.65,176.0,2800.0,2800.0,1
1998,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4078.2,1218.7,0,0.0,66,165600.0,0,0.0,0.0,25920.0,60000.0,0.0,126000.0,2.0,0.26,1.25,0.26,0.33,0.33,0.66,0.49,0.74,,,,1.0,1.0,2.0,0,4,0.09,5.4,,,10.8,2955956.0,509775.0,4078.2,209.7,4200.0,2800.0,0
1962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1743.0,0.0,2,14176.0,38,101037.0,0,0.0,36000.0,0.0,0.0,0.0,0.0,3.0,0.24,1.25,0.24,0.34,0.34,0.6,0.6,0.99,,,,1.0,1.0,1.0,0,2,0.12,4.99,,,9.7,1483684.0,610050.0,1743.0,195.0,2800.0,2800.0,0
1996,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4861.22,1053.08,54,117652.0,26,62400.0,2,4800.0,0.0,0.0,33600.0,0.0,105120.0,2.0,0.31,1.25,0.31,0.55,0.39,0.77,0.6,0.78,,,,1.0,1.0,2.0,0,5,0.06,2.5,,,15.6,4942717.0,1347446.0,4910.14,193.0,4200.0,2800.0,1
1997,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2714.58,968.67,18,56700.0,16,50400.0,20,63000.0,10800.0,756000.0,0.0,96960.0,0.0,4.0,0.24,1.25,0.24,0.77,0.77,0.6,0.78,1.3,,,,1.0,1.0,0.0,0,12,0.12,4.2,,,18.0,4820836.0,508590.0,3390.6,153.06,2800.0,2800.0,1
1961,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,53.0,0.0,0,0.0,6,3456.0,1,576.0,0.0,18576.0,0.0,14448.0,19008.0,1.0,0.32,1.25,0.32,0.16,0.16,0.8,0.45,0.56,,,,1.0,1.0,2.0,1,0,0.73,9.3,,,2.9,26945.0,5300.0,53.0,205.0,2800.0,2800.0,0
1974,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2693.26,,0,0.0,16,25600.0,20,32000.0,10680.0,330720.0,0.0,234000.0,0.0,2.0,0.26,1.25,0.26,0.39,0.39,0.66,0.45,0.68,,,,1.0,1.0,0.0,0,6,0.23,3.5,,,980.0,2668130.0,673314.75,2693.26,180.33,2800.0,2800.0,0
1979,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,576.0,,0,0.0,20,21000.0,4,3360.0,0.0,0.0,0.0,130560.0,0.0,3.0,0.41,1.25,0.51,0.13,0.13,,,,,,,2.0,1.0,1.0,0,1,0.02,3.8,,,3.6,413400.0,115200.0,576.0,210.0,2800.0,2800.0,1
1986,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,387.46,192.55,0,0.0,17,20856.0,0,0.0,16320.0,0.0,0.0,16320.0,15600.0,2.0,0.22,1.25,0.22,0.25,0.25,0.55,0.49,0.89,,,,1.0,1.0,2.0,0,3,0.03,3.8,,,851.0,382620.0,77492.0,387.46,172.5,2800.0,2800.0,0
1986,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2314.0,0.0,6,9600.0,30,52500.0,5,6250.0,0.0,8400.0,0.0,113568.0,0.0,4.0,0.24,1.25,0.24,0.4,0.4,0.6,0.96,1.6,,,,1.0,1.0,0.0,12,0,3.1,6.0,,,15.9,1781911.0,694200.0,2314.0,144.25,2800.0,2800.0,1
1974,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2790.0,0.0,0,0.0,42,84850.0,22,45500.0,0.0,0.0,0.0,175200.0,0.0,1.0,0.37,1.25,0.37,0.42,0.42,0.93,0.59,0.64,,,,1.0,1.0,0.0,0,10,0.04,7.6,,,10.8,2261131.0,651000.0,2790.0,180.0,2800.0,2800.0,1
1993,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,227.0,,24,47450.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.31,1.25,0.39,0.44,0.45,0.77,0.64,0.83,,,,1.0,1.0,1.0,0,4,0.22,3.1,,,15.9,431683.0,46740.0,196.8,202.5,4200.0,2800.0,0
1980,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,323.04,0.0,0,0.0,14,16800.0,3,3000.0,0.0,0.0,0.0,3.0,735000.0,3.0,0.31,1.25,0.31,0.31,0.22,0.77,0.64,0.83,,,,1.0,1.0,0.0,0,2,0.04,4.0,,,7.2,286061.0,82137.6,357.12,201.25,2800.0,2800.0,0
2004,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1200.0,0.0,16,27489.0,19,47500.0,0,0.0,180000.0,0.0,0.0,900000.0,0.0,2.0,0.32,1.25,0.32,0.46,0.46,0.8,0.54,0.68,,,,1.0,1.0,1.0,0,3,0.05,1.0,,,13.4,1616862.0,435000.0,1190.0,245.0,4200.0,2800.0,0
1963,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,725.3,0.0,11,11880.0,22,27324.0,4,3456.0,0.0,0.0,0.0,65088.0,0.0,2.0,0.36,1.25,0.36,0.31,0.22,0.91,0.62,0.68,,,,1.0,1.0,1.0,0,2,0.15,10.0,,,7.4,456350.0,217590.0,725.3,115.0,2352.5,2800.0,0
1993,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2157.62,444.68,11,30850.0,16,43200.0,0,0.0,0.0,0.0,13225.0,67200.0,0.0,4.0,0.24,1.25,0.24,0.52,0.52,0.6,0.78,1.3,,,,1.0,1.0,0.0,11,3,0.89,5.0,,,19.2,1989544.0,494868.0,2055.21,140.4,2800.0,2800.0,0
1968,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1668.1,,0,0.0,34,58752.0,10,8640.0,0.0,343200.0,0.0,182400.0,9600.0,2.0,0.21,1.25,,0.67,0.6,,,,,,,2.0,2.0,2.0,0,2,,,,,7.4,1834920.0,417025.0,1668.1,121.0,2800.0,2800.0,1
1972,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1098.92,0.0,0,0.0,26,43700.0,6,6480.0,433440.0,0.0,0.0,1751040.0,0.0,2.0,0.28,1.25,0.28,0.36,0.36,0.7,0.52,0.74,,,,1.0,1.0,2.0,0,6,0.2,3.2,,,10.8,752789.0,268175.0,946.5,151.17,2400.0,2400.0,1
1986,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1040.0,,0,0.0,36,46400.0,0,0.0,0.0,210000.0,0.0,262500.0,0.0,3.0,0.31,1.25,,0.24,0.24,0.77,0.64,0.83,,,,1.0,1.0,1.0,0,3,,,,,7.0,510060.0,156000.0,1040.0,192.0,2800.0,2800.0,0
1986,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2819.9,454.73,8,19600.0,36,75600.0,0,0.0,0.0,10200.0,23740.0,150480.0,0.0,3.0,0.31,1.25,0.31,0.42,0.3,0.77,0.64,0.83,,,,1.0,1.0,1.0,0,5,0.06,2.3,,,12.3,2580470.0,445881.0,2972.54,171.78,2800.0,2800.0,1
1959,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,279.0,0.0,4,2880.0,14,16956.0,0,0.0,0.0,12480.0,0.0,21168.0,5040.0,2.0,0.32,1.25,0.32,0.82,0.57,0.8,0.54,0.68,,,,1.0,1.0,0.0,0,2,0.19,5.0,,,5.1,284072.0,69300.0,267.0,99.5,2800.0,2800.0,1
1981,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1232.0,99.0,0,0.0,18,37200.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.28,1.25,0.28,0.51,0.51,0.7,0.52,0.74,,,,1.0,1.0,1.0,0,4,0.05,3.8,,,8.62,962040.0,288000.0,960.0,164.0,2800.0,2800.0,0
1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,360.0,0.0,0,0.0,14,21000.0,0,0.0,0.0,0.0,0.0,33600.0,16250.0,2.0,0.36,1.25,0.36,0.22,0.22,0.91,0.68,0.74,,,,1.0,1.0,0.0,0,2,0.02,1.7,,,7.2,319335.0,54000.0,360.0,188.5,2800.0,2800.0,1
1991,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6316.5,,8,35343.0,46,143671.0,0,0.0,1160.0,0.0,0.0,1160.0,0.0,4.0,0.24,1.25,0.24,0.4,0.4,0.6,0.0,0.85,,,,1.0,1.0,0.0,1,14,0.34,2.3,,,14.0,4334800.0,1663160.0,6316.5,245.0,4200.0,2800.0,0
1972,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1620.0,0.0,0,0.0,26,31200.0,0,0.0,0.0,10000.0,0.0,168750.0,0.0,4.0,0.24,1.25,0.24,0.3,0.3,0.6,0.96,1.6,,,,1.0,1.0,0.0,0,3,0.05,5.5,,,10.8,1276500.0,243000.0,1620.0,182.0,2800.0,2800.0,1
1965,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,271.0,271.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.26,1.25,0.26,0.15,0.15,,,,,,,1.0,1.0,1.0,0,0,0.0,0.0,,,3.3,31843.0,81300.0,271.0,210.0,2800.0,2800.0,0
1990,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,962.0,0.0,8,9600.0,16,25920.0,1,1080.0,0.0,21120.0,0.0,79200.0,0.0,2.0,0.28,1.25,0.28,0.3,0.3,0.7,0.49,0.7,,,,1.0,1.0,1.0,0,3,0.03,5.0,,,10.8,1008771.0,265276.5,936.27,119.67,2800.0,2800.0,1
1959,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2260.48,0.0,25,27790.0,55,65292.0,0,0.0,753.7,450.85,0.0,719.73,9.94,2.0,0.34,1.25,0.34,0.3,0.22,0.84,0.59,0.71,,,,1.0,1.0,2.0,3,13,2.21,2.2,,,3.6,1609131.0,622216.5,2260.48,125.0,2159.5,2159.5,1
1998,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2693.92,209.41,0,0.0,37,139739.22,0,0.0,0.0,0.0,37665.0,0.0,0.0,2.0,0.36,1.25,0.36,0.49,0.69,0.91,0.73,0.8,,,,1.0,1.0,1.0,0,5,0.03,3.5,,,1645.0,2707194.0,1297264.0,2672.94,210.0,4200.0,2800.0,0
1983,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,636.75,,0,0.0,12,19200.0,4,4900.0,0.0,0.0,0.0,804000.0,0.0,3.0,0.32,1.25,,0.33,0.33,,,,,,,2.0,1.0,1.0,0,3,,,,,11.1,871.0,32625.28,625.4,192.33,2800.0,2800.0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1905.81,,16,36738.0,22,55680.0,10,12288.0,0.0,243696.0,100800.0,243816.0,76248.0,2.0,0.28,1.25,,0.37,0.26,,,,,,,2.0,1.0,2.0,0,0,,,,,9.2,1000.0,571743.0,1905.81,127.0,2800.0,2800.0,1
