D_Dbuild,D_StructureSystem_RC,D_StructureSystem_Precast_Concrete,D_StructureSystem_Steel,D_StructureSystem_Reinfored_Brick,D_StructureSystem_Brick_Wall,D_StructureSystem_Brick_wall_with_Wooden_pillar,D_StructureSystem_Wood_or_Synthetic_Resins,D_StructureSystem_SRC,D_StructureSystem_NaN,D_structure_6,D_structure_5,D_structure_4,D_structure_3,D_structure_2,D_structure_1,D_floor,D_floorTA,D_floorTAGround,D_1floorCorridorCol,D_1floorCorridorColA,D_1floorClassCol,D_1floorClassColA,D_1floorInsideCol,D_1floorInsideColA,D_X4brickwall,D_X3brickwall,D_YRCwallA,D_Y4brickwall,D_Y3brickwall,D_basintype,D_475Acc,D_I,D_Demand,D_Tx,D_Ty,D_sds,D_sd1,D_td0,D_sms,D_sm1,D_tm0,D_windows,D_patitionwall,D_nonstructure,D_CLlarge,D_CLsmall,D_MaxCl,D_NeutralDepth,D_Ra_Capacity,D_Ra_CDR,Total_Height,Total_DeadLoad,Total_LiveLoad,Total_Floor,Avg_Confc,Avg_MBfy,Avg_stify,D_isR
1997,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2075.86,,0,0.0,10,35000.0,3,9500.0,2818500.0,0.0,0.0,576000.0,259500.0,3.0,0.31,1.25,0.31,0.49,0.49,0.77,0.64,0.83,,,,1.0,1.0,0.0,0,4,0.33,3.37,,,14.4,2415970.0,733845.0,2935.38,203.75,2800.0,2800.0,0
1991,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,942.0,230.0,9,10800.0,15,23625.0,0,0.0,19560.0,0.0,0.0,50760.0,7824.0,2.0,0.26,1.25,0.26,0.55,0.55,0.66,0.45,0.68,,,,1.0,1.0,1.0,9,2,1.18,6.8,,,14.4,855010.0,247650.0,942.0,105.75,2800.0,2800.0,0
1981,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,436.0,0.0,0,0.0,21,27804.0,3,3900.0,522000.0,300000.0,0.0,330600.0,114000.0,1.0,0.36,1.25,0.36,0.29,0.21,0.91,0.73,0.8,,,,1.0,1.0,2.0,0,2,0.02,2.0,,,3.4,286065.0,95700.0,382.8,126.0,2165.5,2165.5,1
1991,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5016.88,886.84,15,35637.44,65,219237.28,0,0.0,0.0,0.0,145080.0,0.0,0.0,1.0,0.32,1.25,0.32,0.46,0.46,0.81,0.59,0.73,,,,1.0,1.0,1.0,6,0,1.18,4.1,,,17.75,5787560.0,1464989.0,5016.88,140.8,2800.0,2800.0,1
1973,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1336.23,0.0,0,0.0,28,49000.0,0,0.0,0.0,0.0,0.0,7700.0,0.0,2.0,0.24,1.25,0.24,0.41,0.41,0.6,0.6,0.6,,,,1.0,1.0,0.0,5,5,0.68,4.0,,,17.5,1478000.0,368280.0,1287.9,193.46,2800.0,2800.0,1
1998,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,861.56,0.0,0,0.0,24,37800.0,0,0.0,0.0,0.0,0.0,94200.0,0.0,2.0,0.28,1.25,0.28,0.22,0.22,0.28,0.49,0.57,,,,1.0,1.0,1.0,0,2,0.03,0.0,,,3.6,831770.0,258480.0,861.6,210.0,2800.0,2800.0,0
1980,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,288.0,,0,0.0,15,30000.0,0,0.0,27600.0,0.0,0.0,82800.0,0.0,2.0,0.45,1.25,,0.2,0.2,,,,,,,1.0,1.0,0.0,0,1,,,,,3.1,81.25,72000.0,288.0,154.0,2800.0,2800.0,0
1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,252.0,,8,7696.0,10,17500.0,4,7000.0,0.0,0.0,0.0,31200.0,0.0,3.0,0.32,1.25,0.32,0.15,0.15,0.8,0.68,0.84,,,,1.0,1.0,1.0,0,1,0.02,0.8,,,3.6,182104.0,37800.0,252.0,210.0,2800.0,2800.0,0
1987,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,4399.72,789.65,0,0.0,19,79200.0,0,0.0,0.0,0.0,27000.0,0.0,0.0,4.0,0.24,1.25,0.24,0.7,0.7,0.6,0.78,1.3,,,,1.0,1.0,2.0,0,7,0.14,6.1,,,20.7,4080000.0,1844300.0,4399.0,173.33,2800.0,2800.0,1
1978,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1020.0,,0,0.0,20,32000.0,5,6125.0,10800.0,8400.0,0.0,90000.0,0.0,3.0,0.31,1.25,0.31,0.29,0.29,0.77,0.64,0.83,,,,1.0,1.0,0.0,0,3,0.03,1.5,,,10.5,833000.0,306000.0,1020.0,210.0,2800.0,2800.0,1
1965,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2006.0,0.0,0,0.0,68,110200.0,4,3840.0,7200.0,30240.0,0.0,180000.0,37800.0,3.0,0.31,1.25,0.31,0.31,0.22,0.77,0.64,0.83,,,,1.0,1.0,1.0,0,7,0.07,4.7,,,7.2,1709087.0,451350.0,2006.0,170.5,2800.0,2800.0,1
1984,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,368.0,0.0,0,0.0,16,18000.0,3,3375.0,0.0,81100.0,0.0,977390.0,0.0,1.0,0.28,1.25,0.28,0.13,0.13,0.7,0.4,0.57,,,,1.0,1.0,1.0,0,3,0.06,2.6,,,8.45,118234.11,611252000.0,3056260.0,53.0,2800.0,2800.0,0
1987,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1148.4,0.0,0,0.0,28,39200.0,0,0.0,0.0,12048.0,0.0,144000.0,0.0,3.0,0.31,1.25,0.31,0.22,0.22,0.77,0.64,0.83,,,,1.0,1.0,1.0,0,6,0.03,3.7,,,7.2,1003820.0,388620.0,1295.4,192.15,2800.0,2800.0,1
1931,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1643.19,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.24,1.25,0.3,0.26,0.26,0.6,0.0,0.0,,,,1.0,1.0,0.0,0,0,0.0,0.0,,,8.8,2117130.0,276360.0,1643.19,0.0,1900.0,1900.0,0
1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,556.2,,2,1800.0,15,13500.0,9,8100.0,0.0,25440.0,0.0,50400.0,0.0,2.0,0.28,1.25,0.28,0.22,0.22,0.7,0.52,0.74,,,,1.0,1.0,0.0,0,2,0.24,5.0,,,7.2,438526.0,83430.0,556.2,204.0,2800.0,2800.0,0
1968,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3274.7,,0,0.0,20,37800.0,30,57600.0,0.0,0.0,0.0,235800.0,0.0,4.0,0.24,1.25,0.24,0.32,0.32,0.6,0.63,1.05,,,,1.0,1.0,1.0,3,15,0.59,8.5,,,12.0,2654000.0,818675.0,3274.7,140.0,2800.0,2800.0,1
1983,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2872.32,,0,0.0,24,46200.0,16,30800.0,0.0,0.0,0.0,2190000.0,0.0,1.0,0.37,1.25,0.37,0.41,0.3,0.93,0.71,0.77,,,,1.0,1.0,0.0,0,12,0.17,3.5,,,10.95,2356740.0,349807.5,2832.3,192.0,2800.0,2800.0,1
1970,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,2316.0,,15,21000.0,30,59900.0,0,0.0,0.0,165720.0,0.0,210240.0,0.0,2.0,0.28,1.25,0.28,0.43,0.43,0.7,0.52,0.74,,,,1.0,1.0,0.0,0,3,0.19,3.3,,,11.4,2334114.0,579150.0,2316.6,201.0,2800.0,2800.0,0
1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2186.0,,0,0.0,75,90000.0,3,3600.0,0.0,12000.0,0.0,232000.0,0.0,3.0,0.31,1.25,0.31,0.22,0.22,0.77,0.64,0.83,,,,1.0,1.0,0.0,0,4,0.05,3.0,,,7.2,1506610.0,437200.0,2186.0,159.15,2800.0,2800.0,1
1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,833.0,0.0,9,11310.0,18,39600.0,5,11000.0,0.0,144000.0,0.0,90960.0,0.0,3.0,0.31,1.25,0.31,0.22,0.22,0.77,0.64,0.83,,,,1.0,1.0,1.0,0,2,0.02,0.3,,,7.2,728525.0,228965.0,832.6,210.0,2800.0,2800.0,0
1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4713.96,0.0,46,91200.0,44,90000.0,0,0.0,0.0,10800.0,0.0,151200.0,0.0,2.0,0.28,1.25,0.28,0.54,0.54,0.7,0.52,0.74,,,,1.0,1.0,1.0,0,4,0.11,2.87,,,15.4,4921373.0,559485.5,4712.96,203.9,4200.0,2800.0,1
1995,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,3580.0,,0,0.0,39,14040.0,0,0.0,0.0,0.0,430806.0,387566.0,0.0,1.0,0.32,1.25,0.4,0.31,0.19,0.8,0.45,0.56,,,,1.0,1.0,1.0,0,6,0.04,3.0,,,16.65,4193500.0,716100.0,3580.5,194.2,4200.0,2800.0,0
1991,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2088.0,216.0,0,0.0,26,58600.0,4,6300.0,15720.0,15480.0,0.0,120480.0,3000.0,4.0,0.24,1.25,0.24,0.53,0.38,0.6,0.96,1.6,,,,1.0,1.0,2.0,1,4,0.78,4.1,,,360.0,1939215.0,548100.0,2088.0,187.75,2800.0,2800.0,1
1981,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3109.3,,0,0.0,36,86400.0,0,0.0,0.0,10800.0,0.0,182160.0,0.0,4.0,0.24,1.25,0.24,0.61,0.61,0.6,0.51,0.85,,,,1.0,1.0,1.0,1,14,0.3,5.0,,,14.4,2722777.23,777325.0,3109.3,180.5,2800.0,2800.0,0
1974,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,860.6,0.0,0,0.0,28,41400.0,6,5760.0,0.0,14400.0,0.0,98640.0,0.0,2.0,0.4,1.25,0.4,0.3,0.22,1.0,0.62,0.62,,,,1.0,1.0,0.0,0,4,0.03,2.1,,,7.0,831091.0,133393.0,860.6,140.0,2286.0,2800.0,1
1981,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,209.0,0.0,4,5400.0,8,12000.0,0,0.0,0.0,0.0,0.0,33600.0,0.0,4.0,0.24,1.25,0.24,0.3,0.3,0.6,0.96,1.6,,,,1.0,1.0,0.0,1,3,1.16,8.2,,,7.0,217656.0,46755.0,208.8,179.0,2800.0,2800.0,0
2001,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1866.0,598.29,13,54600.0,13,67560.0,0,0.0,0.0,0.0,116490.0,0.0,0.0,1.0,0.36,1.25,0.36,0.47,0.47,0.91,0.58,0.63,,,,1.0,1.0,0.0,0,4,0.08,3.5,,,12.73,2261060.0,454507.5,1818.03,210.0,4200.0,2800.0,0
1991,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2538.0,,0,0.0,32,72000.0,0,0.0,0.0,79200.0,0.0,78320.0,98340.0,2.0,0.28,1.25,,0.43,0.43,0.7,0.52,0.74,,,,1.0,1.0,0.0,0,3,,,,,11.1,2311.0,660750.0,2643.0,127.67,2800.0,2800.0,1
1994,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,2010.0,,0,0.0,32,61600.0,6,7200.0,0.0,0.0,0.0,129120.0,0.0,3.0,0.31,1.25,,0.42,0.3,0.77,0.64,0.83,,,,1.0,1.0,2.0,0,3,,,,,10.8,2125200.0,402000.0,2010.0,179.0,2800.0,2800.0,1
1983,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2584.0,172.0,16,24000.0,32,480000.0,0,0.0,0.0,107100.0,0.0,180480.0,0.0,1.0,0.29,1.25,0.29,0.54,0.54,0.72,0.54,0.75,,,,1.0,1.0,0.0,0,9,0.08,4.2,,,10.8,2132328.0,452312.0,1938.48,170.0,2800.0,2800.0,1
1969,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,3780.11,,0,0.0,86,135350.0,20,16000.0,0.0,95400.0,40950.0,3798.0,0.0,4.0,0.24,1.25,,0.36,0.36,0.6,0.78,1.3,,,,1.0,1.0,1.0,0,12,,,,,14.0,3354000.0,472513.75,3780.11,210.0,2310.0,2310.0,1
1970,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,160.0,0.0,0,0.0,0,0.0,0,0.0,14952.0,53040.0,0.0,22080.0,35448.0,2.0,0.26,1.25,0.33,0.13,0.13,,,,,,,1.0,1.0,0.0,0,0,0.0,0.0,,,3.4,138588.0,32000.0,160.0,1.0,1800.0,1800.0,0
1997,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,14940.0,3628.3,17,71400.0,111,531000.0,0,0.0,0.0,6000.0,242225.0,0.0,0.0,4.0,0.24,1.25,0.24,0.48,0.48,0.6,0.63,1.05,,,,1.0,1.0,0.0,0,25,0.16,2.0,,,20.6,19048940.0,4898054.7,16326.85,280.0,4200.0,2800.0,1
1973,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1468.8,,0,0.0,18,36000.0,2,1600.0,0.0,0.0,0.0,82080.0,0.0,3.0,0.31,1.25,0.31,0.52,0.37,0.77,0.64,0.83,,,,1.0,1.0,0.0,0,3,0.02,3.3,,,14.4,1297894.0,438480.0,1461.6,210.0,2800.0,2800.0,1
1971,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,867.0,,7,4032.0,16,23202.0,2,1152.0,8160.0,0.0,0.0,58560.0,0.0,2.0,0.26,1.25,0.26,0.42,0.42,0.66,0.45,0.68,,,,1.0,1.0,1.0,0,0,0.02,4.0,,,11.0,644.0,196000.0,784.0,167.67,2366.0,2366.0,0
1985,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,882.0,0.0,0,0.0,36,43200.0,18,17280.0,0.0,0.0,0.0,120600.0,0.0,1.0,0.28,1.25,0.28,0.43,0.43,0.7,0.4,0.57,,,,1.0,1.0,1.0,0,7,0.05,5.64,,,7.2,880308.0,279600.0,932.0,173.0,2800.0,2800.0,1
1990,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,121.0,0.0,0,0.0,11,13750.0,0,0.0,0.0,0.0,0.0,57600.0,0.0,1.0,0.28,1.25,0.28,0.19,0.19,0.7,0.4,0.57,,,,1.0,1.0,1.0,0,2,0.16,1.9,,,6.0,156750.0,33275.0,121.0,209.0,2800.0,2800.0,0
1980,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1695.8,,0,0.0,39,64000.0,0,0.0,30936.0,144780.0,63840.0,12960.0,79944.0,2.0,0.28,1.25,0.28,0.33,0.33,0.7,0.52,0.74,,,,2.0,2.0,2.0,0,1,0.05,1.81,,,8.0,990840.0,488544.0,1695.12,204.0,2800.0,2800.0,1
1986,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,714.0,,0,0.0,30,52500.0,6,6000.0,0.0,0.0,0.0,116625.0,0.0,2.0,0.44,1.25,0.44,0.22,0.22,1.1,0.83,0.75,,,,1.0,1.0,2.0,0,5,0.02,1.6,,,7.2,657600.0,98500.0,788.0,210.0,2800.0,2800.0,1
1993,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4376.57,852.81,4,12000.0,32,98400.0,0,0.0,0.0,0.0,0.0,128352.0,0.0,2.0,0.34,1.25,0.34,0.61,0.44,0.86,0.66,0.79,,,,1.0,1.0,0.0,0,6,0.07,4.0,,,18.0,4685204.0,656479.5,4376.53,178.0,4200.0,2800.0,1
1994,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,71.4,0.0,0,0.0,9,7555.0,0,0.0,0.0,4824.0,0.0,0.0,7128.0,1.0,0.2,1.25,0.2,0.12,0.12,0.5,0.3,0.6,,,,1.0,1.0,1.0,0,1,0.03,0.4,,,3.3,34994.0,21420.0,71.4,210.0,4200.0,2800.0,0
1986,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1361.1,118.98,12,21000.0,12,15750.0,18,23250.0,0.0,0.0,0.0,68580.0,0.0,2.0,0.28,1.25,0.28,0.57,0.41,0.7,0.49,0.7,,,,1.0,1.0,0.0,1,12,0.32,5.5,,,16.4,1282011.0,396198.0,1378.08,114.5,2800.0,2800.0,1
1976,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1628.0,0.0,0,0.0,38,66500.0,0,0.0,0.0,33288.0,0.0,176256.0,0.0,4.0,0.24,1.25,0.24,0.41,0.41,0.6,0.63,1.05,,,,1.0,1.0,0.0,11,2,2.12,6.5,,,10.5,1601037.0,402925.0,1725.45,147.0,2800.0,2800.0,0
2001,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,496.06,0.0,0,0.0,13,66317.25,0,0.0,0.0,0.0,0.0,600000.0,0.0,2.0,0.28,1.5,0.28,0.45,0.45,0.7,0.52,0.74,,,,1.0,1.0,1.0,0,2,0.03,1.8,,,12.0,601743.0,172871.0,496.06,173.35,2800.0,2800.0,0
1997,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2410.89,0.0,0,0.0,32,57600.0,0,0.0,0.0,13704.0,0.0,84600.0,31440.0,3.0,0.24,1.25,0.24,0.43,0.3,0.6,0.54,0.9,,,,1.0,1.0,2.0,0,3,0.19,1.9,,,4.4,2072545.0,284631.28,2410.89,209.0,2800.0,2800.0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1900.35,,16,25920.0,32,70400.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.32,1.25,,0.36,0.36,,,,,,,2.0,2.0,2.0,0,0,,,,,10.95,1889500.0,550483.5,1900.35,208.67,2800.0,2800.0,1
1953,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,340.0,0.0,5,11000.0,7,15400.0,0,0.0,14400.0,45600.0,0.0,18000.0,18000.0,3.0,0.29,1.25,0.29,0.4,0.4,0.72,0.6,0.83,,,,1.0,1.0,1.0,0,2,0.09,5.6,,,10.2,410.15,76500.0,510.0,124.77,2400.0,2400.0,0
1983,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,774.0,0.0,0,0.0,38,74000.0,0,0.0,16800.0,62400.0,0.0,0.0,117600.0,3.0,0.32,1.25,0.32,0.3,0.3,0.8,0.68,0.84,,,,1.0,1.0,0.0,0,2,0.06,0.7,,,7.0,622099.0,274200.0,914.0,210.0,2800.0,2800.0,1
1983,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,475.0,,0,0.0,24,43725.0,4,6480.0,24912.0,0.0,25344.0,0.0,0.0,2.0,0.39,1.5,0.39,0.39,0.39,0.98,0.61,0.62,,,,1.0,1.0,0.0,0,12,0.03,4.5,,,12.4,1.3,211.59,475.38,140.2,2800.0,2800.0,1
1983,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,660.76,0.0,10,12000.0,20,24000.0,3,2880.0,0.0,0.0,0.0,48240.0,0.0,2.0,0.22,1.25,0.22,0.32,0.32,0.55,0.45,0.82,,,,1.0,1.0,0.0,0,2,0.02,2.8,,,4.05,545327.0,99113.4,660.76,160.5,2800.0,2800.0,0
1991,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1663.7,265.0,12,17181.0,12,41184.0,4,3840.0,0.0,15840.0,0.0,90112.0,0.0,3.0,0.34,1.25,0.34,0.45,0.45,0.85,0.66,0.77,,,,1.0,1.0,0.0,0,4,0.04,3.2,,,10.8,1228600.0,427320.0,1424.4,119.0,2800.0,2800.0,1
1977,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1915.96,0.0,0,0.0,73,87600.0,11,12375.0,0.0,0.0,0.0,2180052.0,0.0,1.0,0.36,1.25,0.36,0.22,0.22,0.91,0.46,0.53,,,,1.0,1.0,0.0,0,2,0.09,2.0,,,7.2,1684520.0,275933355.7,1915.96,115.5,2800.0,2800.0,1
1992,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2889.72,877.68,21,50400.0,43,103400.0,0,0.0,0.0,0.0,0.0,64000.0,0.0,4.0,0.24,1.25,0.24,0.61,0.61,0.6,0.63,1.05,,,,1.0,1.0,0.0,10,3,1.3,4.7,,,14.4,2776720.0,688300.0,2868.0,199.0,4200.0,2800.0,0
1987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1859.17,0.0,6,15000.0,54,64800.0,14,14000.0,0.0,0.0,0.0,8710.0,1340.0,3.0,0.31,1.25,0.31,0.31,0.22,0.77,0.64,0.83,,,,1.0,1.0,1.0,0,8,0.06,1.0,,,7.2,1269997.0,325354.75,1859.17,110.5,2800.0,2800.0,1
1979,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,377.82,55.8,7,11025.0,14,22050.0,3,2592.0,0.0,0.0,0.0,46008.0,0.0,3.0,0.34,1.25,0.34,0.31,0.31,0.85,0.74,0.87,,,,1.0,1.0,2.0,2,0,0.58,5.5,,,7.4,311960.0,113346.0,377.82,155.0,2800.0,2800.0,0
1986,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,62.0,0.0,0,0.0,9,6480.0,1,720.0,0.0,61120.0,0.0,38080.0,223360.0,2.0,0.41,1.25,0.41,0.12,0.12,1.02,0.68,0.67,,,,1.0,1.0,0.0,0,2,0.03,2.4,,,3.2,62124.0,15500.0,62.0,146.0,2800.0,2800.0,1
1971,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2877.26,0.0,0,0.0,28,37760.0,6,6720.0,0.0,177600.0,5366.0,3640.0,1726.0,3.0,0.29,1.25,0.29,0.5,0.36,0.72,0.6,0.83,,,,1.0,1.0,1.0,0,5,0.14,3.7,,,10.8,907000.0,252525.0,1010.1,175.0,2800.0,2800.0,1
1998,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1840.83,0.0,7,8750.0,6,21000.0,15,42500.0,38400.0,91200.0,39750.0,21360.0,0.0,2.0,0.45,1.25,0.45,0.72,0.72,1.14,0.78,0.69,,,,1.0,1.0,1.0,0,4,0.07,2.3,,,16.5,2770857.0,428485.0,1805.8,210.0,2800.0,2800.0,1
1967,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,816.54,,0,0.0,20,41920.0,0,0.0,0.0,105600.0,0.0,46656.0,4800.0,3.0,0.29,1.25,0.29,0.3,0.3,0.72,0.6,0.83,,,,1.0,1.0,1.0,0,3,0.1,1.2,,,11.1,681403.0,122481.0,816.54,210.0,2800.0,2800.0,0
1998,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2418.0,0.0,18,23256.0,53,106925.0,0,0.0,26280.0,0.0,0.0,143160.0,0.0,2.0,0.32,1.25,0.32,0.43,0.43,0.8,0.54,0.68,,,,1.0,1.0,0.0,0,3,0.03,1.5,,,11.4,2252658.0,574215.0,2417.76,210.0,2800.0,2800.0,0
1984,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4325.0,1272.0,11,27500.0,50,156500.0,0,0.0,0.0,0.0,115320.0,0.0,0.0,4.0,0.24,1.25,0.24,0.38,0.38,0.6,0.78,1.3,,,,1.0,1.0,1.0,0,5,0.11,3.3,,,16.4,4043030.0,1466732.5,3981.88,167.48,4200.0,2800.0,1
1989,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1296.0,0.0,0,0.0,24,59400.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.26,1.25,0.26,0.34,0.34,0.66,0.49,0.74,,,,1.0,1.0,1.0,0,3,0.28,7.4,,,12.9,970000.0,417528.0,1391.76,210.0,2800.0,2800.0,0
1991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1620.6,261.6,14,53770.0,6,21250.0,0,0.0,20000.0,0.0,0.0,143520.0,10000.0,1.0,0.37,1.25,0.37,0.57,0.57,0.93,0.59,0.68,,,,2.0,1.0,1.0,0,5,0.67,4.0,,,19.3,1293525.0,243090.0,1620.6,210.0,3150.0,2800.0,0
1964,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,2198.72,0.0,13,16336.28,44,129120.0,0,0.0,0.0,0.0,0.0,188240.0,0.0,4.0,0.24,1.25,0.24,0.55,0.55,0.6,0.8,1.3,,,,1.0,1.0,0.0,5,3,0.59,6.5,,,15.5,2727948.12,553825.0,2215.3,133.13,2800.0,2800.0,1
1990,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,576.5,,0,0.0,8,19200.0,4,9600.0,0.0,27660.0,0.0,39923.0,0.0,2.0,0.35,1.25,,0.44,0.44,,,,,,,2.0,1.0,2.0,0,4,,,,,14.4,569850.0,64856.07,576.5,122.67,2800.0,2800.0,1
1999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2880.0,841.24,13,32500.0,26,65000.0,13,32500.0,0.0,0.0,2513500.0,0.0,0.0,3.0,0.34,1.25,0.34,0.47,0.47,0.85,0.67,0.79,,,,1.0,1.0,1.0,0,5,0.01,0.77,,,16.4,3393152.0,864000.0,2880.0,245.0,2800.0,2800.0,0
1996,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,430.66,0.0,0,0.0,16,19200.0,0,0.0,0.0,0.0,10650.0,51120.0,0.0,2.0,0.26,1.5,0.26,0.26,0.26,0.66,0.49,0.74,,,,1.0,1.0,1.0,0,2,0.04,2.1,,,7.2,500450.0,500403.68,430.64,204.85,2800.0,2800.0,0
1980,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,452.0,0.0,0,0.0,14,22050.0,2,1680.0,1560.0,0.0,0.0,21120.0,40680.0,3.0,0.32,1.25,0.32,0.33,0.23,0.79,0.68,0.85,,,,1.0,1.0,1.0,0,2,0.07,4.8,,,7.2,361876.0,101700.0,452.0,185.65,2800.0,2800.0,0
1971,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,502.2,0.0,0,0.0,16,28000.0,0,0.0,6450.0,10500.0,0.0,33750.0,14125.0,4.0,0.24,1.25,0.24,0.46,0.33,0.6,0.78,1.3,,,,1.0,1.0,0.0,1,5,0.38,6.0,,,12.2,630237.0,116907.0,501.03,138.0,2800.0,2800.0,1
1996,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,820.0,0.0,0,0.0,10,3.6,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.26,1.25,0.26,0.41,0.41,0.66,0.66,0.74,,,,1.0,0.0,1.0,0,12,0.15,2.2,,,16.8,517520.0,194750.0,820.0,210.0,4200.0,2800.0,0
1987,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,795.2,150.0,5,8000.0,10,24000.0,0,0.0,0.0,0.0,0.0,18750.0,0.0,4.0,0.24,1.25,0.24,0.37,0.37,0.6,0.78,1.3,,,,1.0,1.0,1.0,12,3,3.74,3.3,,,15.6,762640.0,228620.0,795.2,183.83,2800.0,2800.0,0
1992,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1312.0,,0,0.0,40,48000.0,0,0.0,0.0,0.0,0.0,144000.0,0.0,3.0,0.31,1.25,0.31,0.22,0.22,0.77,0.64,0.83,,,,1.0,1.0,0.0,0,4,0.05,4.0,,,7.2,1060620.0,164000.0,1312.0,178.75,2800.0,2800.0,1
1986,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,891.0,446.0,0,0.0,22,35200.0,5,4800.0,0.0,12000.0,0.0,80400.0,0.0,1.0,0.28,1.25,0.28,0.3,0.22,0.7,0.52,0.74,,,,1.0,1.0,0.0,0,2,0.03,2.4,,,7.0,1856.0,247962.3,826.54,210.0,2800.0,2800.0,1
